Date,Time,avg(temp),avg(humidity),max(pir),max(nearPir),min(ch1),max(ch1),min(ch2),max(ch2),min(als),max(als),min(tp0),max(tp0),min(tp1),max(tp1),min(tp2),max(tp2),min(tp3),max(tp3)
2021-12-01,00:00,19.44,49.01,22.00,,,,,,0.00,0.00,-43.00,46.00,-48.00,49.00,-42.00,44.00,-46.00,43.00
2021-12-01,00:15,19.41,49.05,23.00,,,,,,0.00,0.00,-42.00,45.00,-45.00,44.00,-44.00,42.00,-47.00,40.00
2021-12-01,00:30,19.35,49.24,21.00,,,,,,0.00,0.00,-46.00,43.00,-49.00,40.00,-45.00,40.00,-44.00,42.00
2021-12-01,00:45,19.36,49.19,25.00,,,,,,0.00,0.00,-43.00,41.00,-45.00,50.00,-46.00,45.00,-45.00,43.00
2021-12-01,01:00,19.32,49.28,22.00,,,,,,0.00,0.00,-43.00,44.00,-43.00,44.00,-48.00,43.00,-44.00,45.00
2021-12-01,01:15,19.29,49.36,24.00,,,,,,0.00,0.00,-42.00,46.00,-44.00,48.00,-46.00,43.00,-41.00,42.00
2021-12-01,01:30,19.28,49.39,24.00,,,,,,0.00,0.00,-45.00,47.00,-46.00,45.00,-46.00,42.00,-47.00,45.00
2021-12-01,01:45,19.26,49.44,22.00,,,,,,0.00,0.00,-49.00,43.00,-52.00,49.00,-45.00,42.00,-50.00,41.00
2021-12-01,02:00,19.25,49.52,23.00,,,,,,0.00,0.00,-44.00,44.00,-52.00,45.00,-44.00,41.00,-42.00,43.00
2021-12-01,02:15,19.23,49.63,23.00,,,,,,0.00,0.00,-46.00,44.00,-47.00,44.00,-50.00,46.00,-42.00,40.00
2021-12-01,02:30,19.21,49.69,23.00,,,,,,0.00,0.00,-44.00,45.00,-48.00,57.00,-49.00,48.00,-46.00,42.00
2021-12-01,02:45,19.21,49.64,24.00,,,,,,0.00,0.00,-43.00,43.00,-48.00,61.00,-41.00,43.00,-43.00,42.00
2021-12-01,03:00,19.22,49.95,24.00,,,,,,0.00,0.00,-55.00,49.00,-50.00,45.00,-44.00,42.00,-44.00,43.00
2021-12-01,03:15,19.23,50.35,24.00,,,,,,0.00,0.00,-45.00,48.00,-44.00,53.00,-41.00,41.00,-43.00,41.00
2021-12-01,03:30,19.19,50.55,23.00,,,,,,0.00,0.00,-44.00,43.00,-45.00,41.00,-47.00,48.00,-50.00,42.00
2021-12-01,03:45,19.16,50.51,23.00,,,,,,0.00,0.00,-39.00,50.00,-53.00,47.00,-41.00,41.00,-40.00,45.00
2021-12-01,04:00,19.11,50.67,21.00,,,,,,0.00,0.00,-46.00,46.00,-52.00,47.00,-43.00,39.00,-44.00,50.00
2021-12-01,04:15,19.13,50.49,23.00,,,,,,0.00,0.00,-45.00,41.00,-49.00,42.00,-40.00,40.00,-38.00,44.00
2021-12-01,04:30,19.12,50.47,24.00,,,,,,0.00,0.00,-43.00,44.00,-48.00,47.00,-45.00,48.00,-39.00,42.00
2021-12-01,04:45,19.12,50.32,24.00,,,,,,0.00,0.00,-44.00,49.00,-51.00,44.00,-47.00,46.00,-39.00,39.00
2021-12-01,05:00,19.08,50.47,24.00,,,,,,0.00,0.00,-42.00,44.00,-43.00,43.00,-42.00,42.00,-42.00,42.00
2021-12-01,05:15,19.06,50.38,22.00,,,,,,0.00,0.00,-44.00,41.00,-44.00,47.00,-44.00,41.00,-42.00,40.00
2021-12-01,05:30,19.03,50.42,24.00,,,,,,0.00,0.00,-44.00,45.00,-47.00,46.00,-44.00,40.00,-47.00,40.00
2021-12-01,05:45,18.98,50.33,24.00,,,,,,0.00,0.00,-44.00,47.00,-46.00,50.00,-43.00,43.00,-43.00,48.00
2021-12-01,06:00,18.95,50.44,807.00,,,,,,0.00,0.00,-45.00,43.00,-46.00,44.00,-45.00,43.00,-40.00,44.00
