Date,Time,avg(temp),avg(humidity),max(pir),max(nearPir),min(ch1),max(ch1),min(ch2),max(ch2),min(als),max(als),min(tp0),max(tp0),min(tp1),max(tp1),min(tp2),max(tp2),min(tp3),max(tp3)
2021-11-01,00:00,20.02,59.55,26.00,,,,,,0.00,0.00,-50.00,42.00,-53.00,50.00,-43.00,43.00,-43.00,46.00
2021-11-01,00:15,20.00,59.50,27.00,,,,,,0.00,0.00,-48.00,42.00,-49.00,48.00,-43.00,45.00,-47.00,43.00
2021-11-01,00:30,20.03,59.97,25.00,,,,,,0.00,0.00,-43.00,46.00,-50.00,48.00,-49.00,41.00,-42.00,45.00
2021-11-01,00:45,20.00,60.36,28.00,,,,,,0.00,0.00,-47.00,43.00,-47.00,47.00,-48.00,44.00,-47.00,41.00
2021-11-01,01:00,19.95,60.51,24.00,,,,,,0.00,0.00,-46.00,46.00,-53.00,47.00,-46.00,48.00,-46.00,52.00
2021-11-01,01:15,19.98,60.31,432.00,,,,,,0.00,15.00,-70.00,81.00,-128.00,208.00,-175.00,193.00,-114.00,154.00
2021-11-01,01:30,19.95,60.28,20.00,,,,,,0.00,0.00,-41.00,45.00,-45.00,45.00,-48.00,41.00,-40.00,43.00
2021-11-01,01:45,19.93,59.98,23.00,,,,,,0.00,0.00,-46.00,44.00,-47.00,47.00,-47.00,46.00,-44.00,42.00
2021-11-01,02:00,19.90,59.85,23.00,,,,,,0.00,0.00,-45.00,44.00,-50.00,51.00,-49.00,47.00,-45.00,43.00
2021-11-01,02:15,19.86,59.77,25.00,,,,,,0.00,0.00,-56.00,46.00,-48.00,48.00,-44.00,44.00,-43.00,44.00
2021-11-01,02:30,19.83,59.71,23.00,,,,,,0.00,0.00,-47.00,42.00,-44.00,44.00,-40.00,50.00,-43.00,41.00
2021-11-01,02:45,19.80,59.61,23.00,,,,,,0.00,0.00,-49.00,44.00,-52.00,48.00,-42.00,42.00,-45.00,43.00
2021-11-01,03:00,19.77,59.50,25.00,,,,,,0.00,0.00,-49.00,45.00,-49.00,48.00,-43.00,48.00,-50.00,41.00
2021-11-01,03:15,19.77,59.24,23.00,,,,,,0.00,0.00,-48.00,52.00,-44.00,48.00,-41.00,45.00,-44.00,47.00
2021-11-01,03:30,19.72,59.20,22.00,,,,,,0.00,0.00,-45.00,48.00,-47.00,46.00,-44.00,40.00,-46.00,48.00
2021-11-01,03:45,19.69,59.17,23.00,,,,,,0.00,0.00,-52.00,49.00,-47.00,44.00,-43.00,45.00,-47.00,43.00
