Date,Time,avg(temp),avg(humidity),max(pir),max(nearPir),min(ch1),max(ch1),min(ch2),max(ch2),min(als),max(als),min(tp0),max(tp0),min(tp1),max(tp1),min(tp2),max(tp2),min(tp3),max(tp3)
2022-02-01,00:00,19.39,41.52,21.00,,,,,,0.00,0.00,-46.00,42.00,-39.00,50.00,-41.00,43.00,-40.00,43.00
2022-02-01,00:15,19.34,41.42,24.00,,,,,,0.00,0.00,-46.00,44.00,-51.00,41.00,-47.00,50.00,-40.00,43.00
2022-02-01,00:30,19.28,41.46,30.00,,,,,,0.00,0.00,-51.00,45.00,-43.00,50.00,-54.00,41.00,-49.00,43.00
2022-02-01,00:45,19.23,41.38,23.00,,,,,,0.00,0.00,-44.00,41.00,-47.00,51.00,-43.00,51.00,-42.00,41.00
2022-02-01,01:00,19.21,41.28,23.00,,,,,,0.00,0.00,-43.00,45.00,-48.00,43.00,-42.00,43.00,-42.00,44.00
2022-02-01,01:15,19.16,41.29,23.00,,,,,,0.00,0.00,-47.00,45.00,-46.00,43.00,-46.00,44.00,-45.00,50.00
2022-02-01,01:30,19.12,41.30,23.00,,,,,,0.00,0.00,-42.00,45.00,-45.00,44.00,-46.00,42.00,-44.00,39.00
2022-02-01,01:45,19.09,41.30,24.00,,,,,,0.00,0.00,-49.00,48.00,-47.00,46.00,-47.00,45.00,-46.00,41.00
2022-02-01,02:00,19.07,41.28,21.00,,,,,,0.00,0.00,-45.00,51.00,-48.00,45.00,-40.00,43.00,-42.00,41.00
2022-02-01,02:15,19.02,41.31,24.00,,,,,,0.00,0.00,-48.00,40.00,-49.00,45.00,-50.00,42.00,-42.00,41.00
2022-02-01,02:30,18.95,41.37,23.00,,,,,,0.00,0.00,-47.00,50.00,-44.00,44.00,-45.00,51.00,-38.00,43.00
2022-02-01,02:45,18.91,41.37,24.00,,,,,,0.00,0.00,-45.00,44.00,-53.00,45.00,-44.00,45.00,-45.00,44.00
2022-02-01,03:00,18.90,41.32,22.00,,,,,,0.00,0.00,-41.00,41.00,-44.00,64.00,-43.00,46.00,-43.00,43.00
2022-02-01,03:15,18.87,41.25,21.00,,,,,,0.00,0.00,-43.00,41.00,-43.00,41.00,-43.00,43.00,-48.00,44.00
2022-02-01,03:30,18.83,41.30,23.00,,,,,,0.00,0.00,-43.00,39.00,-55.00,45.00,-42.00,40.00,-44.00,42.00
